5,0,0,1
4.9998,0.049999,0,1
4.999,0.099993,0,1
4.9978,0.14998,0,1
4.996,0.19995,0,1
4.9938,0.2499,0,1
4.991,0.29982,0,1
4.9878,0.34971,0,1
4.984,0.39957,0,1
4.9798,0.44939,0,1
4.975,0.49917,0,1
4.9698,0.54889,0,1
4.964,0.59856,0,1
4.9578,0.64817,0,1
4.9511,0.69772,0,1
4.9439,0.74719,0,1
4.9361,0.79659,0,1
4.9279,0.84591,0,1
4.9192,0.89515,0,1
4.91,0.94429,0,1
4.9003,0.99335,0,1
4.8902,1.0423,0,1
4.8795,1.0911,0,1
4.8683,1.1399,0,1
4.8567,1.1885,0,1
4.8446,1.237,0,1
4.8319,1.2854,0,1
4.8189,1.3337,0,1
4.8053,1.3818,0,1
4.7912,1.4298,0,1
4.7767,1.4776,0,1
4.7617,1.5253,0,1
4.7462,1.5728,0,1
4.7302,1.6202,0,1
4.7138,1.6674,0,1
4.6969,1.7145,0,1
4.6795,1.7614,0,1
4.6616,1.8081,0,1
4.6433,1.8546,0,1
4.6245,1.9009,0,1
4.6053,1.9471,0,1
4.5856,1.993,0,1
4.5654,2.0388,0,1
4.5448,2.0844,0,1
4.5238,2.1297,0,1
4.5022,2.1748,0,1
4.4803,2.2197,0,1
4.4578,2.2644,0,1
4.435,2.3089,0,1
4.4117,2.3531,0,1
4.3879,2.3971,0,1
4.3637,2.4409,0,1
4.3391,2.4844,0,1
4.314,2.5277,0,1
4.2885,2.5707,0,1
4.2626,2.6134,0,1
4.2363,2.6559,0,1
4.2095,2.6982,0,1
4.1823,2.7401,0,1
4.1547,2.7818,0,1
4.1267,2.8232,0,1
4.0982,2.8643,0,1
4.0694,2.9052,0,1
4.0401,2.9457,0,1
4.0105,2.986,0,1
3.9804,3.0259,0,1
3.95,3.0656,0,1
3.9191,3.1049,0,1
3.8879,3.144,0,1
3.8562,3.1827,0,1
3.8242,3.2211,0,1
3.7918,3.2592,0,1
3.759,3.2969,0,1
3.7259,3.3343,0,1
3.6923,3.3714,0,1
3.6584,3.4082,0,1
3.6242,3.4446,0,1
3.5896,3.4807,0,1
3.5546,3.5164,0,1
3.5192,3.5518,0,1
3.4835,3.5868,0,1
3.4475,3.6214,0,1
3.4111,3.6557,0,1
3.3744,3.6897,0,1
3.3373,3.7232,0,1
3.2999,3.7564,0,1
3.2622,3.7892,0,1
3.2241,3.8216,0,1
3.1858,3.8537,0,1
3.1471,3.8854,0,1
3.108,3.9166,0,1
3.0687,3.9475,0,1
3.0291,3.978,0,1
2.9892,4.0081,0,1
2.9489,4.0378,0,1
2.9084,4.0671,0,1
2.8676,4.096,0,1
2.8265,4.1244,0,1
2.7851,4.1525,0,1
2.7434,4.1801,0,1
2.7015,4.2074,0,1
2.6593,4.2342,0,1
2.6168,4.2605,0,1
2.5741,4.2865,0,1
2.5311,4.312,0,1
2.4879,4.3371,0,1
2.4444,4.3618,0,1
2.4006,4.386,0,1
2.3566,4.4098,0,1
